pair_id,ref_index,kind,expected,operator,status,candidates,matched,predicted_type,type_correct,coverage,precision,iou
R00000,0,CLONE_INTERVAL,T1,t1_add_block_comment,ok,1,True,T1,True,1.0,0.2609,0.2609
R00000,1,MUTATION,T1,t1_add_block_comment,ok,1,False,,False,0.0,0.0,0.0
R00000,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.625,0.4762
R00000,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5,0.125,0.1111
R00001,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.375,0.375
R00001,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0769,0.0769
R00001,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.3077,0.2667
R00001,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5714,0.3077,0.25
R00002,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,0.8571,0.2857,0.2727
R00002,1,MUTATION,T1,t1_add_blank_line,ok,1,False,,False,0.0,0.0,0.0
R00002,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.125,0.1176
R00002,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6429,0.5625,0.4286
R00003,0,CLONE_INTERVAL,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.6667,0.6667
R00003,1,MUTATION,T1,t1_add_blank_line,ok,1,True,T1,True,1.0,0.05,0.05
R00003,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8571,0.3,0.2857
R00003,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1,0.0952
R00004,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.5238,0.5238
R00004,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.7273,0.4706,0.4
R00004,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.8333,0.2941,0.2778
R00004,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.5714,0.2353,0.2
R00005,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.1071,0.1071
R00005,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.0217,0.0217
R00005,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6,0.0652,0.0625
R00005,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.7,0.1522,0.1429
R00006,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.4615,0.4615
R00006,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00006,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.4286,0.3
R00006,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,0.6667,0.5714
R00007,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.4167,0.4167
R00007,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00007,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.5,0.4286
R00007,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6,0.75,0.5
R00008,0,CLONE_INTERVAL,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.4615,0.4615
R00008,1,MUTATION,T1,t1_add_eol_comment,ok,1,True,T1,True,1.0,0.1,0.1
R00008,2,UNTOUCHED,T1,none,ok,1,False,,False,0.0,0.0,0.0
R00008,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.625,0.5,0.3846
R00009,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.3571,0.3571
R00009,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00009,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8,0.5,0.4444
R00009,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.8333,1.0,0.8333
R00010,0,CLONE_INTERVAL,T2,t2_change_int_literal,ok,1,True,T2,True,0.8333,0.5,0.4545
R00010,1,MUTATION,T2,t2_change_int_literal,ok,3,True,T2,True,1.0,1.0,1.0
R00010,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,1.0,0.75
R00010,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.4,0.3333,0.2222
R00011,0,CLONE_INTERVAL,T1,t1_reindent,ok,1,True,T1,True,1.0,0.1714,0.1714
R00011,1,MUTATION,T1,t1_reindent,ok,1,True,T1,True,0.6667,0.1481,0.1379
R00011,2,UNTOUCHED,T1,none,ok,1,True,T1,True,0.76,0.7037,0.5758
R00011,3,UNTOUCHED,T1,none,ok,1,True,T1,True,0.6667,0.1481,0.1379
R00012,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.3182,0.3182
R00012,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00012,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,1.0,0.75
R00012,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.6667,0.1538,0.1429
R00013,0,CLONE_INTERVAL,T3,t3_delete_statement,ok,1,True,T3,True,1.0,0.1724,0.1724
R00013,1,MUTATION,T3,t3_delete_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00013,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.7143,0.8333,0.625
R00013,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5,0.6667,0.4
R00014,0,CLONE_INTERVAL,T3,t3_wrap_statement,ok,1,True,T3,True,1.0,0.2308,0.2308
R00014,1,MUTATION,T3,t3_wrap_statement,ok,3,True,T3,True,1.0,1.0,1.0
R00014,2,UNTOUCHED,T1,none,ok,3,True,T1,True,0.75,0.2143,0.2
R00014,3,UNTOUCHED,T1,none,ok,3,True,T1,True,0.5714,0.6667,0.4444
R00015,0,CLONE_INTERVAL,T2,t2_change_string_literal,ok,1,True,T2,True,0.8333,0.5,0.4545
