"FUNCTION_ID_ONE","FUNCTION_ID_TWO","FUNCTIONALITY_ID","SIM_BOTH","NAME1","TYPE1","S1","E1","NAME2","TYPE2","S2","E2"
"3046300","23594635","4","0.947368421052632","1269559.java","selected","225","243","2615218.java","selected","200","217"
"6959224","14581601","4","0.933333333333333","1637296.java","selected","142","154","2558574.java","selected","570","582"
"2467221","11627705","4","0.9","2521981.java","selected","49","57","77754.java","selected","849","857"
"11627705","12345227","4","0.9","77754.java","selected","849","857","1815674.java","selected","81","89"
"11627705","22197335","4","0.9","77754.java","selected","849","857","2309268.java","selected","35","43"
"11627705","19994918","4","0.9","77754.java","selected","849","857","322320.java","selected","81","89"
"11627705","17728719","4","0.9","77754.java","selected","849","857","2300478.java","selected","60","68"
"3422759","4336715","4","0.947368421052632","1676100.java","selected","297","315","871757.java","selected","711","729"
"657801","3422759","4","0.9","93742.java","default","55","74","1676100.java","selected","297","315"
"3422759","8117216","4","0.947368421052632","1676100.java","selected","297","315","1574719.java","selected","145","163"
"3422759","13289545","4","0.947368421052632","1676100.java","selected","297","315","1435050.java","selected","199","217"
"3422759","22403259","4","0.947368421052632","1676100.java","selected","297","315","1524798.java","selected","43","61"
"3422759","11986970","4","0.947368421052632","1676100.java","selected","297","315","668466.java","selected","50","68"
"3422759","20725036","4","0.947368421052632","1676100.java","selected","297","315","1819337.java","selected","144","162"
"3422759","12328424","4","0.947368421052632","1676100.java","selected","297","315","1791697.java","selected","70","88"
"3422759","5090669","4","0.947368421052632","1676100.java","selected","297","315","388654.java","selected","111","129"
"3058818","3058819","4","0.944444444444444","1952858.java","selected","15","30","1952858.java","selected","32","47"
"3058819","17871427","4","0.944444444444444","1952858.java","selected","32","47","2139695.java","selected","35","50"
"20601755","20601756","4","0.947368421052632","2345804.java","selected","148","166","2345804.java","selected","173","191"
"10482004","11902597","4","0.945945945945946","569804.java","selected","20","56","409578.java","selected","19","55"
"2461169","19643373","4","0.962962962962963","927691.java","selected","790","816","925397.java","selected","890","916"
"2461169","19643372","4","0.962962962962963","927691.java","selected","790","816","925397.java","selected","854","880"
"22300980","22303544","4","0.950920245398773","1770455.java","selected","17","37","137393.java","selected","66","86"
"18070587","22303544","4","0.933734939759036","2138232.java","selected","45","66","137393.java","selected","66","86"
"7227024","11066054","4","0.941176470588235","1070134.java","selected","72","105","2705355.java","selected","927","960"
